months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,injury_claim,fraud_reported
163,31,127313,2002-04-01,IN,100/300,1000,1004.63,6000000,460359,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,5810,N
219,40,786957,2006-10-29,OH,100/300,500,1134.91,0,452735,FEMALE,Associate,transport-moving,golf,not-in-family,68700,0,SC,Riverwood,5901 Elm Drive,6,1,?,1,640,N
88,25,332892,2007-10-25,IN,250/500,1000,1194.0,0,613583,FEMALE,JD,handlers-cleaners,movies,husband,0,0,SC,Northbrook,3982 Washington Hwy,6,1,YES,1,7420,Y
40,39,448642,2001-03-28,IN,500/1000,1000,1248.25,4000000,605692,FEMALE,College,sales,hiking,own-child,0,-33300,VA,Northbrook,3376 5th Drive,8,1,NO,0,1460,N
284,42,526039,1995-05-04,OH,100/300,500,1338.54,-1000000,438178,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,NC,Arlington,3936 Tree Drive,13,1,YES,0,8560,N
59,40,444422,2011-09-28,IL,250/500,2000,782.23,0,449221,MALE,College,protective-serv,golf,other-relative,64200,-32300,OH,Springfield,6605 Tree Ave,0,3,?,0,5730,N
39,31,689500,2003-01-28,IL,250/500,2000,1366.9,0,459322,FEMALE,High School,handlers-cleaners,polo,husband,0,-15700,NC,Northbend,3102 Apache St,14,3,?,1,10540,Y
147,34,806081,2011-02-01,IL,500/1000,1000,1275.81,0,472657,MALE,High School,sales,dancing,wife,0,-48300,NY,Columbus,7756 Pine Hwy,13,1,YES,2,15540,N
156,37,384618,1993-02-09,IN,250/500,500,1090.65,0,608331,MALE,High School,exec-managerial,golf,unmarried,0,-51800,NC,Columbus,7142 5th Lane,16,4,?,1,5340,Y
123,31,756459,2005-08-05,IN,250/500,500,1326.0,0,438546,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,SC,Northbrook,2914 Oak Drive,13,1,?,1,12020,N
231,43,655787,2006-06-17,IL,250/500,2000,972.47,0,441981,MALE,College,protective-serv,reading,wife,0,-58100,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,7710,N
247,39,419954,1993-12-07,IL,100/300,500,806.31,0,602177,FEMALE,College,handlers-cleaners,dancing,wife,0,0,SC,Northbend,5279 Pine Ridge,3,1,?,2,600,N
194,35,275092,2012-03-14,IL,500/1000,500,1416.24,0,441659,FEMALE,MD,adm-clerical,golf,not-in-family,0,0,WV,Northbend,8078 Britain Hwy,7,1,YES,1,1080,N
119,27,515698,1997-08-05,IN,250/500,2000,1097.64,0,614812,MALE,High School,transport-moving,video-games,other-relative,27100,0,PA,Northbend,1133 Apache St,16,2,NO,1,7080,N
259,43,132871,2009-07-05,IL,100/300,500,947.75,0,458470,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,SC,Riverwood,2873 Flute Ave,15,1,NO,1,1280,N
107,31,714929,1994-11-25,IL,100/300,2000,1018.73,5000000,469646,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,NY,Riverwood,8509 Apache St,21,3,YES,1,14420,N
48,44,297816,1997-02-03,IL,100/300,2000,1400.74,0,611118,MALE,College,sales,base-jumping,other-relative,34000,-55600,NC,Arlington,8245 4th Hwy,23,3,YES,0,17460,N
267,40,426708,2009-10-09,IL,250/500,500,1155.53,5000000,465158,MALE,JD,transport-moving,camping,wife,0,-35200,NY,Columbus,3094 Best Lane,5,1,?,0,1260,N
286,47,615047,2002-11-20,IN,250/500,500,1386.93,0,457130,MALE,High School,priv-house-serv,bungie-jumping,husband,54100,-77600,NY,Springfield,8188 Tree Ave,15,3,YES,0,13160,N
175,34,771236,1995-05-29,OH,100/300,500,915.29,0,607893,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400,-57100,NY,Arlington,5224 5th Lane,14,1,?,2,4080,Y
111,29,235869,2011-01-22,IL,250/500,500,1239.55,2000000,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,SC,Riverwood,2230 1st St,1,1,?,1,4800,Y
151,37,931625,2012-10-18,IN,250/500,500,1366.42,0,476198,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000,0,SC,Arlington,6719 Flute St,14,3,NO,1,5910,Y
156,37,371635,1991-10-13,OH,500/1000,1000,1086.48,6000000,444903,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-53800,NY,Northbrook,8064 4th Ave,17,3,?,1,14080,N
165,36,427199,2010-10-01,IL,250/500,2000,1247.87,0,464336,MALE,Masters,armed-forces,golf,husband,0,-39700,NY,Northbend,2469 Francis Lane,20,3,NO,2,4570,N
253,41,261315,2013-04-10,OH,100/300,2000,1312.75,0,471453,FEMALE,PhD,sales,dancing,other-relative,81300,0,SC,Springfield,4671 5th Ridge,10,3,NO,2,7340,Y
10,26,582973,2008-06-11,IN,100/300,2000,765.64,0,466191,MALE,MD,sales,base-jumping,not-in-family,0,-22200,SC,Northbrook,6985 Maple Lane,3,3,?,0,2850,Y
158,33,278091,2013-12-04,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,SC,Hillsdale,7791 Britain Ridge,0,1,?,0,3500,N
436,59,153154,2010-08-21,OH,500/1000,1000,1338.55,0,430380,MALE,PhD,protective-serv,board-games,own-child,39000,0,WV,Hillsdale,6355 4th Hwy,10,3,?,2,13600,N
91,30,515217,2010-06-18,IL,250/500,2000,1316.63,8000000,613178,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900,0,SC,Northbend,3495 Britain Drive,13,3,YES,2,13000,N
256,42,860497,1992-04-10,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39500,WV,Northbend,2980 Sky Ridge,14,1,NO,2,7550,N
274,46,351741,1997-02-03,OH,500/1000,1000,1372.18,0,439929,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,WV,Riverwood,5914 Oak Ave,22,3,NO,1,15100,N
275,45,403737,1991-12-06,IN,500/1000,2000,1447.77,0,605756,FEMALE,Associate,adm-clerical,camping,wife,39400,-63900,VA,Northbend,3835 5th Ave,8,3,YES,1,5360,N
1,33,162004,1995-09-19,IL,250/500,500,903.32,0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,NY,Northbend,5925 Tree Hwy,1,3,?,1,6340,N
85,30,740384,1993-10-29,IN,500/1000,1000,1454.42,0,459588,MALE,Associate,protective-serv,reading,other-relative,51600,-73900,NY,Springfield,6250 1st Ridge,19,1,YES,0,12380,Y
233,37,876714,1991-11-03,IL,100/300,2000,1603.42,0,616637,FEMALE,High School,sales,video-games,wife,61600,-30200,NY,Columbus,1346 5th Lane,17,1,YES,0,13420,N
142,30,951543,2002-07-09,IN,250/500,2000,1616.58,0,447979,MALE,JD,adm-clerical,polo,husband,58500,-46800,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,6360,N
266,44,576723,1999-12-07,IL,250/500,500,1611.83,0,460176,MALE,High School,handlers-cleaners,movies,husband,0,0,WV,Riverwood,6309 Cherokee Ave,4,1,?,1,3280,N
350,50,391003,2005-07-01,OH,500/1000,500,889.13,0,459429,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,PA,Northbend,4618 Flute Ave,14,3,NO,0,9820,N
97,26,225865,1991-11-04,IL,250/500,1000,1252.08,0,465456,MALE,College,exec-managerial,sleeping,not-in-family,0,0,VA,Springfield,6191 Oak Lane,4,2,YES,2,10080,Y
399,55,984948,1993-04-14,IL,500/1000,2000,995.56,0,464665,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,NY,Northbend,1316 Britain Ridge,23,3,YES,1,17680,N
305,49,890328,2009-08-23,IL,100/300,2000,1347.92,0,430853,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,12100,N
276,47,803294,1993-06-18,IN,100/300,1000,1724.09,0,615712,MALE,PhD,craft-repair,yachting,own-child,0,0,NY,Arlington,8917 Tree Ridge,23,3,YES,0,5980,N
257,40,414913,2012-07-17,IN,250/500,500,1379.93,0,608228,MALE,MD,armed-forces,base-jumping,husband,0,0,NY,Columbus,3966 Francis Ridge,6,3,?,0,9420,Y
78,31,414519,1999-01-25,IN,250/500,1000,1554.64,4000000,457535,MALE,PhD,protective-serv,board-games,own-child,0,-27900,WV,Springfield,1507 Solo Ave,21,1,NO,1,5060,Y
129,28,818413,1990-02-23,OH,500/1000,1000,1377.94,0,442540,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,NY,Springfield,4272 Oak Ridge,23,1,?,2,9920,N
283,46,487356,2000-08-30,IL,500/1000,2000,1313.33,0,455332,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,NY,Riverwood,4434 Lincoln Ave,3,3,?,1,7060,Y
85,25,159768,2008-09-03,IN,250/500,500,1259.02,0,439534,FEMALE,JD,tech-support,base-jumping,unmarried,67000,-53600,SC,Northbend,7529 Solo Ridge,8,1,NO,2,940,N
101,26,865839,1991-08-02,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,prof-specialty,reading,husband,0,0,VA,Arlington,8096 Apache Hwy,4,1,?,2,580,N
96,30,406567,2001-09-25,OH,100/300,500,1399.27,6000000,448913,MALE,College,prof-specialty,hiking,wife,38900,-48700,NC,Arlington,9417 Tree Hwy,22,1,?,0,0,N
121,31,623032,2007-03-11,IL,500/1000,1000,1061.98,6000000,440837,FEMALE,JD,armed-forces,camping,unmarried,0,0,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,7250,N
176,39,935442,2010-11-20,OH,250/500,500,1365.46,4000000,466634,MALE,College,armed-forces,sleeping,unmarried,0,-56600,SC,Columbus,1540 Apache Lane,14,3,NO,2,4920,N
159,37,106873,1998-08-28,IL,500/1000,1000,894.4,0,446435,MALE,Associate,tech-support,camping,wife,0,-53700,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,7810,N
120,30,563878,2002-07-16,IN,250/500,500,956.69,0,438237,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,NY,Hillsdale,6770 1st St,20,1,?,1,8710,N
212,35,620855,1990-04-29,IN,500/1000,2000,1123.89,0,468313,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,NY,Columbus,4119 Texas St,0,3,?,1,4580,N
290,45,583169,1998-02-01,IL,100/300,500,1085.03,0,476303,FEMALE,JD,sales,cross-fit,wife,0,-61000,VA,Arlington,4347 2nd Ridge,23,3,YES,2,12960,Y
299,42,337677,2008-07-20,OH,100/300,2000,1437.33,0,450339,FEMALE,Associate,craft-repair,movies,wife,25000,0,SC,Columbus,1091 1st Drive,13,1,YES,1,12800,N
66,26,445973,1998-11-13,IL,250/500,1000,988.29,0,476502,MALE,College,armed-forces,skydiving,own-child,0,0,NY,Northbend,8203 Lincoln Ave,8,1,?,2,0,Y
334,47,156694,2001-05-24,IL,500/1000,500,1238.89,0,600561,MALE,Masters,protective-serv,sleeping,other-relative,0,0,WV,Northbend,9154 MLK Hwy,3,1,?,0,960,N
216,38,421940,2014-06-03,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,tech-support,board-games,unmarried,0,0,VA,Columbus,5780 4th Ave,16,1,?,2,16650,Y
86,28,613226,1991-08-22,IN,100/300,2000,1595.07,0,439304,MALE,PhD,transport-moving,hiking,unmarried,75800,0,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,11820,N
429,56,804410,1998-12-12,OH,250/500,1000,1127.89,6000000,460722,MALE,Associate,machine-op-inspct,skydiving,own-child,67400,-43800,WV,Springfield,5639 1st Ridge,0,1,YES,2,6580,N
257,43,553565,1999-02-18,IN,500/1000,2000,929.7,6000000,618632,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400,-74300,VA,Arlington,3834 Pine St,12,1,?,2,10540,N
15,34,399524,1997-10-30,IL,100/300,1000,1829.63,0,452204,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,SC,Arlington,1358 Maple St,21,3,YES,1,12300,N
230,39,331595,1999-11-29,IL,100/300,1000,904.7,7000000,454530,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600,-22300,SC,Riverwood,7460 Apache Lane,0,1,?,1,14840,Y
250,43,380067,2013-07-07,OH,500/1000,1000,1243.84,0,474848,FEMALE,JD,tech-support,polo,own-child,47900,-73400,VA,Columbus,5771 Sky Ave,22,1,YES,1,12980,N
270,44,701521,2003-07-05,IL,500/1000,2000,1030.95,0,435985,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,NC,Northbend,2865 Maple Lane,20,3,?,1,7180,Y
65,26,360770,2005-09-21,IN,100/300,500,1285.03,3000000,457942,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,VA,Riverwood,8940 Elm Ave,0,1,NO,1,5220,N
475,57,958785,1995-02-18,OH,100/300,500,1216.56,0,436522,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,SC,Hillsdale,1215 Pine Hwy,20,1,?,0,6500,N
77,27,797934,1999-04-07,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,NY,Springfield,6874 Maple Ridge,1,3,YES,0,6720,N
256,43,883980,2014-12-13,OH,100/300,500,1203.17,0,455810,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,11500,N
229,37,340614,1997-06-01,IL,250/500,2000,1212.12,0,446544,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,WV,Columbus,8542 Lincoln Ridge,14,3,YES,1,11460,N
110,28,435784,2013-07-13,OH,250/500,1000,1573.93,0,461919,MALE,College,other-service,movies,other-relative,30400,0,NY,Springfield,9397 Francis St,20,3,YES,0,10840,N
177,33,563837,2002-12-30,IL,100/300,1000,1609.67,0,470128,MALE,College,adm-clerical,yachting,wife,0,-13200,SC,Springfield,4907 Andromedia Drive,22,1,?,1,20700,Y
292,44,200827,1997-02-28,OH,500/1000,500,1097.57,0,462836,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,SC,Columbus,4429 Washington St,12,1,NO,1,6170,N
451,61,533941,1998-06-18,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,OH,Columbus,2651 MLK Lane,3,3,YES,2,15620,Y
61,24,265026,1996-02-08,IN,100/300,500,922.67,0,473611,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,SC,Northbend,2942 1st Lane,15,3,YES,2,9360,Y
150,30,354481,2004-11-17,IN,100/300,1000,1342.02,0,608425,MALE,MD,prof-specialty,polo,own-child,0,0,VA,Arlington,6317 Best St,8,1,YES,0,450,N
283,41,566720,2012-10-25,OH,100/300,500,1195.01,0,476227,FEMALE,Associate,sales,reading,own-child,60700,-54300,WV,Northbend,1555 Washington Lane,13,3,NO,0,0,Y
291,46,832746,2006-04-13,OH,500/1000,1000,994.74,0,452701,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,SC,Hillsdale,1919 4th Lane,8,1,NO,2,620,Y
162,31,386690,2006-02-21,IN,100/300,1000,1050.24,0,456789,FEMALE,Masters,adm-clerical,chess,wife,30700,0,NC,Arlington,5480 3rd Ridge,7,1,?,0,360,Y
154,36,979285,2003-12-17,IL,250/500,2000,1313.51,7000000,600904,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,SC,Northbrook,8864 Tree Ridge,9,1,?,2,280,N
289,47,594722,1999-07-31,OH,500/1000,2000,1102.29,0,450889,FEMALE,Associate,adm-clerical,hiking,own-child,73000,-37900,VA,Northbend,2777 Solo Drive,15,1,NO,1,6000,N
10,19,216738,2014-08-05,IN,250/500,1000,1185.78,0,478837,FEMALE,JD,craft-repair,yachting,wife,0,-60700,NC,Northbend,9929 Rock Drive,5,1,?,0,4450,Y
309,47,369048,2011-06-05,IL,500/1000,500,1527.95,0,611322,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,WV,Northbend,4143 Maple Ridge,15,4,YES,0,15560,N
396,57,514424,1992-10-11,IN,100/300,1000,1366.39,0,438180,MALE,High School,protective-serv,exercise,other-relative,0,-22400,NC,Columbus,7121 Rock St,22,3,YES,2,11680,N
273,41,954191,2010-02-17,OH,500/1000,1000,1403.9,0,449793,FEMALE,PhD,farming-fishing,dancing,own-child,0,0,VA,Riverwood,9067 Texas Ave,16,2,?,1,4010,N
129,30,150181,2007-05-06,IL,500/1000,2000,927.23,0,450730,FEMALE,PhD,sales,video-games,husband,51500,0,SC,Hillsdale,9245 Weaver Ridge,7,1,NO,1,13520,N
140,31,388671,1997-05-01,OH,250/500,2000,1554.86,6000000,608758,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,WV,Arlington,4585 Francis Ave,2,1,YES,1,680,Y
419,53,457244,1998-01-28,IL,500/1000,2000,736.07,6000000,445339,MALE,College,transport-moving,chess,unmarried,45700,0,SC,Northbend,6738 Francis Hwy,17,4,?,0,5190,N
315,44,206667,1993-05-05,IL,250/500,1000,974.16,6000000,438328,FEMALE,Masters,sales,reading,other-relative,0,-56800,NY,Springfield,7576 Pine Ridge,12,3,?,1,4860,N
72,29,745200,1994-08-06,OH,500/1000,500,973.8,0,479913,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,WV,Arlington,9105 Tree Lane,9,1,?,1,6620,N
32,26,412703,2014-11-14,OH,100/300,2000,1260.32,6000000,460760,MALE,JD,other-service,polo,not-in-family,0,-79800,VA,Northbrook,2299 Britain Drive,16,1,?,1,9100,N
230,41,736771,1991-12-14,IN,100/300,1000,1464.03,0,444797,MALE,JD,transport-moving,sleeping,own-child,0,0,NY,Springfield,1914 Francis St,19,3,?,2,4420,N
157,32,347984,2009-10-21,OH,100/300,2000,617.11,0,436711,MALE,College,other-service,reading,other-relative,0,-54100,VA,Columbus,6658 Weaver St,14,3,?,1,10160,Y
265,41,626074,1997-09-29,IN,250/500,2000,1724.46,6000000,432491,FEMALE,Associate,craft-repair,sleeping,own-child,81800,0,SC,Northbend,1985 5th Ave,18,3,?,1,4420,N
47,34,218109,2003-12-31,IL,500/1000,500,1161.31,0,617527,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,SC,Springfield,1707 Sky Ave,23,1,YES,1,11440,N
113,29,999435,2008-01-01,OH,250/500,2000,1091.73,0,601213,MALE,PhD,exec-managerial,golf,not-in-family,36100,-42300,NY,Springfield,6456 Andromedia Drive,15,3,?,0,5550,Y
289,46,858060,2004-05-31,IL,250/500,2000,1209.07,0,604138,MALE,JD,armed-forces,chess,unmarried,0,0,NC,Arlington,5649 Texas Ave,18,1,YES,0,6270,Y
254,41,500384,2013-12-18,IL,250/500,2000,1241.04,0,431361,FEMALE,Masters,protective-serv,board-games,own-child,0,0,NY,Riverwood,1220 MLK Ave,16,1,NO,2,18220,N
115,30,903785,2000-08-24,OH,500/1000,500,1757.21,0,477695,MALE,High School,prof-specialty,base-jumping,wife,46400,0,NY,Northbend,1589 Pine St,12,3,NO,1,5460,N
236,38,873859,1992-10-14,OH,250/500,1000,802.24,0,612597,FEMALE,College,other-service,paintball,not-in-family,0,-62500,WV,Northbrook,8906 Elm Lane,16,1,NO,0,16710,N
7,21,204294,1991-11-16,IN,500/1000,1000,1342.72,0,445638,MALE,Associate,machine-op-inspct,camping,wife,0,-45300,NY,Hillsdale,2654 Elm Drive,21,1,?,1,6940,N
208,36,467106,1995-10-08,OH,100/300,2000,1209.41,5000000,476185,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,NY,Columbus,6681 Texas Ridge,15,3,YES,0,11420,N
126,33,357713,2007-10-28,OH,500/1000,1000,1141.71,2000000,435995,FEMALE,JD,priv-house-serv,sleeping,own-child,36700,-73400,WV,Northbrook,7782 Rock St,21,1,YES,1,6770,N
48,35,890026,2008-05-16,IL,100/300,500,1090.03,0,430232,FEMALE,JD,exec-managerial,golf,unmarried,0,-51000,WV,Arlington,9286 Oak Ave,1,1,YES,0,9680,N
297,48,751612,2009-06-22,IN,250/500,1000,1464.73,3000000,443861,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700,NY,Arlington,8758 5th St,17,3,?,0,5720,N
160,36,876680,2012-05-10,OH,100/300,1000,1118.58,0,460801,FEMALE,High School,prof-specialty,board-games,husband,0,-36600,NY,Columbus,7281 Maple Hwy,5,3,NO,2,5170,N
406,58,756981,2003-10-02,OH,250/500,2000,1117.04,0,605121,MALE,MD,exec-managerial,video-games,own-child,0,-42700,WV,Northbend,7571 Elm Ridge,15,3,?,1,10920,N
157,31,121439,1990-08-02,IN,500/1000,500,1257.83,7000000,458622,MALE,High School,farming-fishing,reading,own-child,40700,-41600,OH,Arlington,6738 Washington Hwy,2,4,NO,2,4770,Y
146,31,411289,1997-09-16,OH,250/500,2000,1082.72,0,478661,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500,SC,Northbend,4188 Britain Ave,3,1,YES,2,580,N
409,57,538466,1995-07-29,IN,100/300,1000,1191.8,6000000,435299,MALE,High School,protective-serv,exercise,unmarried,55600,0,NY,Riverwood,6934 Lincoln Ave,19,1,NO,1,6110,N
252,46,932097,2005-09-06,IN,100/300,1000,1242.02,0,601961,MALE,Masters,adm-clerical,dancing,wife,0,-28800,VA,Hillsdale,6390 Apache St,17,1,YES,0,14980,N
6,27,463727,1992-08-05,OH,250/500,500,1075.71,0,604328,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400,WV,Columbus,7615 Weaver Drive,7,1,?,0,580,N
103,33,552618,1993-01-22,IN,100/300,1000,969.88,6000000,614385,MALE,MD,armed-forces,exercise,own-child,0,0,NY,Columbus,6409 Cherokee Drive,21,1,NO,1,12820,N
369,53,936638,1995-05-20,OH,250/500,2000,1459.93,0,438584,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0,0,WV,Springfield,1123 5th Lane,10,2,YES,1,7090,N
261,46,348814,1992-09-24,IL,500/1000,1000,1245.61,0,478703,MALE,MD,transport-moving,base-jumping,own-child,0,0,NY,Columbus,5168 5th Ave,11,1,YES,1,9180,N
159,33,944102,2007-07-20,IN,100/300,2000,1462.76,0,615683,FEMALE,College,craft-repair,skydiving,husband,69200,-36900,NY,Columbus,3697 Apache Drive,23,3,YES,2,8160,Y
344,51,689901,1992-04-28,IN,100/300,2000,1398.46,0,455672,MALE,Associate,sales,skydiving,other-relative,0,0,NC,Northbend,1910 Sky Ave,14,1,?,0,7530,N
437,60,901083,1998-01-19,OH,500/1000,1000,1269.64,0,602942,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0,SC,Riverwood,8954 Apache Lane,10,1,NO,1,7680,Y
65,30,396224,2009-09-08,IN,100/300,500,1455.65,4000000,616706,FEMALE,College,transport-moving,skydiving,wife,0,-66300,WV,Hillsdale,3110 Lincoln Lane,6,3,?,2,15960,N
280,41,682178,1994-12-18,OH,500/1000,2000,1140.31,0,473243,MALE,MD,adm-clerical,exercise,husband,29300,-64700,WV,Arlington,6035 Rock Ave,10,3,?,0,9640,N
269,45,596298,1996-08-23,IN,500/1000,500,1330.46,0,435552,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,VA,Hillsdale,2220 1st Lane,5,3,?,0,2200,N
275,40,253005,1991-11-20,OH,250/500,2000,1190.6,0,434206,MALE,Masters,exec-managerial,camping,unmarried,0,-45300,OH,Riverwood,4972 Francis Lane,17,1,?,1,7860,N
265,45,985924,1998-10-28,OH,250/500,500,972.5,0,469895,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0,NC,Springfield,6957 Weaver Drive,3,1,NO,2,290,N
283,43,631565,1997-07-14,IN,100/300,2000,1161.91,0,457722,FEMALE,Associate,adm-clerical,polo,not-in-family,0,-50400,WV,Northbrook,1512 Rock Lane,9,1,?,0,1300,N
84,29,630998,2003-04-09,OH,250/500,1000,1117.17,0,473645,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0,-29900,SC,Arlington,3693 Pine Ave,6,1,YES,2,620,N
247,44,926665,1992-02-04,OH,250/500,2000,1101.51,0,619108,FEMALE,College,farming-fishing,camping,not-in-family,64000,0,NY,Riverwood,9879 Apache Drive,22,3,NO,2,11580,N
56,29,302669,2006-06-29,IL,100/300,1000,1523.17,0,610479,MALE,Masters,prof-specialty,movies,own-child,0,0,PA,Northbend,2494 Andromedia Drive,10,3,?,1,7880,N
210,39,620020,1997-06-21,OH,500/1000,1000,984.45,0,474998,MALE,Associate,armed-forces,paintball,unmarried,0,0,NC,Riverwood,4615 Embaracadero Ave,4,1,YES,1,780,N
108,32,439828,2006-09-07,OH,500/1000,2000,1257.0,4000000,616341,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700,WV,Northbrook,1929 Britain Drive,23,1,NO,1,5570,N
328,49,971295,2001-10-01,OH,500/1000,500,1434.51,0,460535,FEMALE,Masters,transport-moving,bungie-jumping,wife,0,0,NY,Riverwood,5051 Elm St,19,1,?,0,8930,N
186,37,165565,2009-02-20,OH,250/500,2000,1628.0,0,606487,FEMALE,JD,priv-house-serv,exercise,unmarried,0,0,NY,Hillsdale,9910 Maple Ave,22,1,YES,1,11120,N
277,44,936543,2001-06-26,IN,500/1000,500,1412.31,0,620737,MALE,High School,priv-house-serv,board-games,unmarried,0,0,NC,Riverwood,5602 Britain St,6,1,NO,1,1000,N
138,33,296960,1997-01-18,IL,250/500,500,1362.87,5000000,445904,FEMALE,JD,exec-managerial,paintball,own-child,56900,-56900,NY,Springfield,6889 Cherokee St,6,1,NO,2,14740,N
208,41,501692,2014-06-24,IN,100/300,1000,1134.68,0,464145,FEMALE,College,tech-support,chess,husband,0,0,SC,Northbend,3926 Rock Lane,18,1,NO,2,6930,N
147,37,525224,1992-10-02,IN,250/500,1000,1306.78,0,466818,MALE,MD,prof-specialty,video-games,other-relative,0,0,SC,Northbend,6717 Best Drive,22,1,?,1,13520,N
8,21,355085,2012-10-09,IN,500/1000,500,1021.9,0,464237,MALE,High School,handlers-cleaners,hiking,husband,0,0,WV,Columbus,6117 4th Ave,21,1,?,0,14040,N
297,48,830729,1993-02-10,IN,100/300,1000,1538.6,0,618455,FEMALE,MD,other-service,kayaking,wife,0,-54700,SC,Northbend,2668 Cherokee St,12,1,?,0,6060,N
150,31,651948,1994-09-28,IN,500/1000,1000,1354.5,0,456602,MALE,Masters,machine-op-inspct,base-jumping,husband,52800,0,NY,Arlington,6838 Flute Lane,6,3,?,0,6480,Y
4,34,424358,2003-05-24,OH,500/1000,500,1282.93,0,616126,FEMALE,College,exec-managerial,basketball,other-relative,0,0,WV,Northbrook,6583 MLK Ridge,0,4,?,0,6080,Y
210,35,131478,1991-12-25,IL,500/1000,1000,1346.27,0,468508,MALE,Masters,farming-fishing,cross-fit,not-in-family,44900,-91400,WV,Arlington,6492 4th Lane,11,1,NO,0,5820,N
91,31,268833,1999-09-18,IN,100/300,1000,1338.4,4000000,431937,FEMALE,High School,priv-house-serv,polo,own-child,63600,0,NC,Hillsdale,7299 Apache St,19,1,?,1,6730,N
167,36,287489,1994-02-03,IL,100/300,1000,949.44,0,448603,FEMALE,Masters,exec-managerial,camping,other-relative,0,-38400,NC,Springfield,2756 Britain Hwy,22,3,?,0,8710,Y
467,58,808153,2003-01-18,IN,500/1000,2000,977.4,0,444500,MALE,Masters,transport-moving,bungie-jumping,own-child,82200,0,NY,Columbus,9360 3rd Drive,2,1,YES,2,5570,N
